identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;localite;pays;latitude;longitude;precision_du_geocodage;numero_de_telephone;identifiant_du_site;site_acores_de_rattachement;code_insee;latlong;dep
ORLY PRINCIPAL;Bureau de Poste;16 RUE DU COMMERCE;;;94310;ORLY;FRANCE;48.743296;2.399857;Géocodé au numéro;3631;17323A;;94054;48.743296, 2.399857;94
OZOIR LA FERRIERE RP;Relais poste commerçant;9 AV DU GENERAL LECLERC;PRESSING DE LA SOURCE;;77330;OZOIR LA FERRIERE;FRANCE;48.763593;2.672261;Géocodé au numéro;3631;80882A;14791A;77350;48.763593, 2.672261;77
ELANCOURT GANDOUGET RP;Relais poste commerçant;;CENTRE COMMERCIAL GANDOUGET;;78990;ELANCOURT;FRANCE;48.775493;1.94535;Géocodé au numéro;3631;64587A;14942A;78208;48.775493, 1.94535;78
LE PERREUX SUR MARNE RP;Relais poste commerçant;37 AVENUE DE BRY;;;94170;LE PERREUX SUR MARNE;FRANCE;48.835393;2.497408;Géocodé au numéro;3631;57902A;17325A;94058;48.835393, 2.497408;94
BRUNOY MONSIEUR BP;Bureau de Poste;92 AVENUE DU GENERAL LECLERC;;;91800;BRUNOY;FRANCE;48.688792;2.49439;Géocodé au numéro;3631;56888A;;91114;48.688792, 2.49439;91
AULNAY SUR MAULDRE AP;Agence postale communale;16 GRANDE RUE;;;78126;AULNAY SUR MAULDRE;FRANCE;48.92894;1.84359;Géocodé au numéro;3631;14901A;14899A;78033;48.92894, 1.84359;78
ABLIS BP;Bureau de Poste;13 RUE BADILLOT;ANGLE RUES D ARRAS ET DE ROCHEFORT;;78660;ABLIS;FRANCE;48.515596;1.836615;Géocodé au numéro;3631;14890A;;78003;48.515596, 1.836615;78
LA HOUSSAYE EN BRIE BP;Bureau de Poste;PLACE DU MARECHAL AUGEREAU;;;77610;LA HOUSSAYE EN BRIE;FRANCE;48.753484;2.874424;Géocodé au numéro;3631;14736A;;77229;48.753484, 2.874424;77
LE PERRAY EN YVELINES BP;Bureau de Poste;7 RUE DE L EGLISE;;;78610;LE PERRAY EN YVELINES;FRANCE;48.694743;1.855584;Géocodé au numéro;3631;15000A;;78486;48.694743, 1.855584;78
LE MESNIL ST DENIS;Bureau de Poste;2 AVENUE HABERT DE MONTMORT;;;78320;LE MESNIL ST DENIS;FRANCE;48.742799;1.961786;Géocodé au numéro;3631;14983A;;78397;48.742799, 1.961786;78
BONNIERES SUR SEINE BP;Bureau de Poste;49 RUE GEORGES HERREWYN;;;78270;BONNIERES SUR SEINE;FRANCE;49.03771;1.581591;Géocodé au numéro;3631;14909A;;78089;49.03771, 1.581591;78
LES MUREAUX;Bureau de Poste;42 RUE PAUL DOUMER;;;78130;LES MUREAUX;FRANCE;48.995296;1.91095;Géocodé au milieu d un îlot;3631;14990A;;78440;48.995296, 1.91095;78
MAINCY BP;Bureau de Poste;9 T RUE ALFRED ET EDME SOMMIER;;;77950;MAINCY;FRANCE;48.548783;2.702628;Géocodé au numéro;3631;14756A;;77269;48.548783, 2.702628;77
FAREMOUTIERS BP;Bureau de Poste;16 RUE ROBERT MARTIN;;;77515;FAREMOUTIERS;FRANCE;48.801561;2.986492;Géocodé au numéro;3631;14714A;;77176;48.801561, 2.986492;77
MITRY MORY;Bureau de Poste;2 RUE DU DAUPHINE;;;77290;MITRY MORY;FRANCE;48.952998;2.600015;Géocodé au numéro;3631;14872A;;77294;48.952998, 2.600015;77
LE PERREUX JONCS MARINS BP;Bureau de Poste;161 BOULEVARD D ALSACE LORRAINE;;;94170;LE PERREUX SUR MARNE;FRANCE;48.851898;2.508028;Géocodé au numéro;3631;17358A;;94058;48.851898, 2.508028;94
CHAMPIGNY STALINGRAD BP;Bureau de Poste;164 AV DU GENERAL DE GAULLE;;;94500;CHAMPIGNY SUR MARNE;FRANCE;48.824274;2.498926;Géocodé au numéro;3631;17348A;;94017;48.824274, 2.498926;94
MAISONS ALFORT VERT DE MAISONS BP;Bureau de Poste;22 AVENUE DE LA LIBERTE;;;94700;MAISONS ALFORT;FRANCE;48.79438;2.432279;Géocodé au numéro;3631;17361A;;94046;48.79438, 2.432279;94
IVRY SUR SEINE PRINCIPAL;Bureau de Poste;134 AVENUE DANIELLE CASANOVA;;;94200;IVRY SUR SEINE;FRANCE;48.813994;2.384211;Géocodé au numéro;3631;17313A;;94041;48.813994, 2.384211;94
GARGES LES GONESSE;Bureau de Poste;9 PLACE DE L HOTEL DE VILLE;;;95140;GARGES LES GONESSE;FRANCE;48.972062;2.400066;Géocodé au numéro;3631;17458A;;95268;48.972062, 2.400066;95
LE BLANC MESNIL PRINCIPAL;Bureau de Poste;2 AV DE LA REPUBLIQUE;;;93150;LE BLANC MESNIL;FRANCE;48.9381;2.4605;Géocodé au numéro;3631;17183A;;93007;48.9381, 2.4605;93
LA COURNEUVE QUATRE ROUTES;Bureau de Poste;1 AVENUE LENINE;;;93120;LA COURNEUVE;FRANCE;48.920682;2.411046;Géocodé au numéro;3631;17226A;;93027;48.920682, 2.411046;93
BOISSY L'ORANGERIE BP;Bureau de Poste;32 RUE DE PARIS;;;94470;BOISSY ST LEGER;FRANCE;48.7498;2.5116;Géocodé au numéro;3631;17304A;;94004;48.7498, 2.5116;94
FREPILLON GA BP;Bureau de Poste;13 RUE DU COUDRAY;;;95740;FREPILLON;FRANCE;49.051897;2.206696;Géocodé au numéro;3631;17456A;;95256;49.051897, 2.206696;95
ERMONT;Bureau de Poste;1 RUE SAINT FLAIVE;;;95120;ERMONT;FRANCE;48.9909;2.260898;Géocodé au numéro;3631;17451A;;95219;48.9909, 2.260898;95
LE MESNIL AUBRY AP;Agence postale communale;PLACE DE LA MAIRIE;MAIRIE DU MESNIL AUBRY;;95720;LE MESNIL AUBRY;FRANCE;49.050846;2.399821;Géocodé au numéro;3631;17474A;17445A;95395;49.050846, 2.399821;95
BUTRY SUR OISE AP;Agence postale communale;55 RUE DE LA DIVISION LECLERC;;;95430;BUTRY SUR OISE;FRANCE;49.085898;2.197909;Géocodé au numéro;3631;17438A;17473A;95120;49.085898, 2.197909;95
AULNAY SOUS BOIS JEANNE D'ARC;Bureau de Poste;24 BOULEVARD DU GENERAL GALLIENI;;;93600;AULNAY SOUS BOIS;FRANCE;48.931396;2.497337;Géocodé au numéro;3631;17223A;;93005;48.931396, 2.497337;93
COLOMBES ARAGON BP;Bureau de Poste;158 BOULEVARD CHARLES DE GAULLE;;;92700;COLOMBES;FRANCE;48.915663;2.227707;Géocodé au numéro;3631;17135A;;92025;48.915663, 2.227707;92
CHENNEVIERES RABELAIS BP;Bureau de Poste;5 RUE RABELAIS;;;94430;CHENNEVIERES SUR MARNE;FRANCE;48.803194;2.552196;Géocodé au numéro;3631;17402A;;94019;48.803194, 2.552196;94
MONTROUGE VACHE NOIRE BP;Bureau de Poste;PLACE JULES FERRY;;;92120;MONTROUGE;FRANCE;48.812197;2.325842;Géocodé au numéro;3631;17121A;;92049;48.812197, 2.325842;92
MONTFERMEIL;Bureau de Poste;3 AVENUE DES PECHES;;;93370;MONTFERMEIL;FRANCE;48.898994;2.560719;Géocodé au numéro;3631;17198A;;93047;48.898994, 2.560719;93
DUGNY BP;Bureau de Poste;25 AVENUE LOUIS LARIVIERE;;;93440;DUGNY;FRANCE;48.9543;2.416;Géocodé au numéro;3631;17191A;;93030;48.9543, 2.416;93
LE COUDRAY MONTCEAUX BP;Bureau de Poste;1 PLACE DE LA MAIRIE;ZAC DU BOIS AUBERT;;91830;LE COUDRAY MONTCEAUX;FRANCE;48.565491;2.485159;Géocodé au numéro;3631;16939A;;91179;48.565491, 2.485159;91
AVERNES AGENCE POSTALE COMMUNALE AP;Agence postale communale;39 GRANDE RUE;;;95450;AVERNES;FRANCE;49.0867;1.8728;Géocodé au numéro;3631;11711D;17469A;95040;49.0867, 1.8728;95
PARIS RPU MARENGO RP;Relais poste commerçant;2 A 6 RUE MARENGO;;;75001;PARIS;FRANCE;48.8618;2.3395;Géocodé au numéro;3631;11540D;14222A;75101;48.8618, 2.3395;75
SAINT CLOUD PRINCIPAL;Bureau de Poste;15 BOULEVARD DE LA REPUBLIQUE;;;92210;ST CLOUD;FRANCE;48.844392;2.207258;Géocodé au numéro;3631;17093A;;92064;48.844392, 2.207258;92
BOURG LA REINE;Bureau de Poste;79 AVENUE DU GENERAL LECLERC;;;92340;BOURG LA REINE;FRANCE;48.781238;2.316176;Géocodé au numéro;3631;17068A;;92014;48.781238, 2.316176;92
SAVIGNY SUR ORGE;Bureau de Poste;46 AVENUE CHARLES DE GAULLE;;;91600;SAVIGNY SUR ORGE;FRANCE;48.679099;2.345877;Géocodé au numéro;3631;16995A;;91589;48.679099, 2.345877;91
ANTONY LA FONTAINE BP;Bureau de Poste;105 AVENUE SAINT EXUPERY;;;92160;ANTONY;FRANCE;48.769395;2.315938;Géocodé au numéro;3631;17101A;;92002;48.769395, 2.315938;92
CHILLY MAZARIN;Bureau de Poste;12 AVENUE MAZARIN;;;91380;CHILLY MAZARIN;FRANCE;48.703493;2.319088;Géocodé au numéro;3631;16937A;;91161;48.703493, 2.319088;91
LINAS BP;Bureau de Poste;PLACE ERNEST PILLON;;;91310;LINAS;FRANCE;48.631293;2.266441;Géocodé au numéro;3631;16960A;;91339;48.631293, 2.266441;91
PARIS RPU ROQUETTE RP;Relais poste commerçant;25 RUE DE LA ROQUETTE;;;75011;PARIS;FRANCE;;;Géocodé au centre de la commune;3631;11561D;14343A;75111;;75
CRESPIERES AP;Agence postale communale;PLACE DE L EGLISE;;;78121;CRESPIERES;FRANCE;48.881894;1.922607;Géocodé au numéro;3631;14936A;15002A;78189;48.881894, 1.922607;78
SAINT GERMAIN BEL AIR BP;Bureau de Poste;41 BOULEVARD DE LA PAIX;;;78100;ST GERMAIN EN LAYE;FRANCE;48.895398;2.072707;Géocodé au numéro;3631;15011A;;78551;48.895398, 2.072707;78
AVON BUTTE MONTCEAU BP;Bureau de Poste;CENTRE COMMERCIAL DE LA BUTTE MONTCEAU;;;77210;AVON;FRANCE;48.412597;2.736977;Géocodé au numéro;3631;14877A;;77014;48.412597, 2.736977;77
AUBERGENVILLE;Bureau de Poste;3 AVENUE DE LA DIVISION LECLERC;;;78410;AUBERGENVILLE;FRANCE;48.958584;1.855557;Géocodé au numéro;3631;14899A;;78029;48.958584, 1.855557;78
FRESNES SUR MARNE BP;Bureau de Poste;32 RUE DE L OURCQ;;;77410;FRESNES SUR MARNE;FRANCE;48.940495;2.741878;Géocodé au numéro;3631;14725A;;77196;48.940495, 2.741878;77
CRECY LA CHAPELLE BP;Bureau de Poste;2 RUE DE BOULEURS;;;77580;CRECY LA CHAPELLE;FRANCE;48.858492;2.907276;Géocodé au numéro;3631;14696A;;77142;48.858492, 2.907276;77
COULOMMIERS TEMPLIERS BP;Bureau de Poste;RUE LOUIS BRAILLE;;;77120;COULOMMIERS;FRANCE;48.820786;3.094371;Géocodé au numéro;3631;14876A;;77131;48.820786, 3.094371;77
VERSAILLES MONTREUIL;Bureau de Poste;53 RUE CHAMP LAGARDE;;;78000;VERSAILLES;FRANCE;48.80365;2.153591;Géocodé au numéro;3631;15050A;;78646;48.80365, 2.153591;78
THOIRY BP;Bureau de Poste;5 PLACE DE L ECU;;;78770;THOIRY;FRANCE;48.86525;1.793106;Géocodé au numéro;3631;15020A;;78616;48.86525, 1.793106;78
JUILLY BP;Bureau de Poste;RUE DE LA SOURCE;;;77230;JUILLY;FRANCE;49.013775;2.705453;Géocodé au numéro;3631;14742A;;77241;49.013775, 2.705453;77
EVRY COEUR ESSONNE AP;Agence postale communale;407 SQUARE JACQUES PREVERT;;LES PYRAMIDES;91000;EVRY;FRANCE;48.633695;2.430319;Géocodé au milieu de la rue;3631;83644A;16948A;91228;48.633695, 2.430319;91
PARIS VOLONTAIRES FRANCOIS BONVIN;Bureau de Poste;204 RUE DE VAUGIRARD;20 30 RUE COPREAU;;75015;PARIS;FRANCE;48.841347;2.307043;Géocodé au numéro;3631;14220A;;75115;48.841347, 2.307043;75
APC CERNAY LA VILLE AP;Agence postale communale;2 RUE DE L EGLISE;;;78720;CERNAY LA VILLE;FRANCE;48.672958;1.969779;Géocodé au numéro;3631;20334B;14972A;78128;48.672958, 1.969779;78
POSTE RELAIS MONTEVIDEO RP;Relais poste commerçant;10 RUE MONTEVIDEO;;;75116;PARIS;FRANCE;48.8675;2.2739;Géocodé au numéro;3631;11220D;14297A;75116;48.8675, 2.2739;75
PARIS MOULIN DE LA POINTE MASSENA;Bureau de Poste;2 RUE DU MOULIN DE LA POINTE;;;75013;PARIS;FRANCE;48.824973;2.357214;Géocodé au numéro;3631;14213A;;75113;48.824973, 2.357214;75
PARIS ROCHECHOUART;Bureau de Poste;4 RUE HIPPOLYTE LEBAS;;;75009;PARIS;FRANCE;48.876997;2.341429;Géocodé au numéro;3631;14229A;;75109;48.876997, 2.341429;75
NOGENT SUR MARNE RPU RP;Relais poste commerçant;128 BOULEVARD DE STRASBOURG;STATION TOTAL;;94130;NOGENT SUR MARNE;FRANCE;;;Géocodé au centre de la commune;3631;69808A;17321A;94052;;94
PARIS PORTE D'AUBERVILLIERS BP;Bureau de Poste;5 AV DE LA PORTE D AUBERVILLIERS;;;75018;PARIS;FRANCE;48.899483;2.370218;Géocodé au numéro;3631;14389A;;75118;48.899483, 2.370218;75
BURES SUR YVETTE BP;Bureau de Poste;40 B RUE CHARLES DE GAULLE;;;91440;BURES SUR YVETTE;FRANCE;48.697192;2.163658;Géocodé au numéro;3631;16932A;;91122;48.697192, 2.163658;91
NEUILLY BINEAU BP;Bureau de Poste;149 BOULEVARD BINEAU;;;92200;NEUILLY SUR SEINE;FRANCE;48.890268;2.271134;Géocodé au numéro;3631;17089A;;92051;48.890268, 2.271134;92
PARIS ARTS ET METIERS BP;Bureau de Poste;259 RUE SAINT MARTIN;;;75003;PARIS;FRANCE;48.866598;2.354179;Géocodé au numéro;3631;14340A;;75103;48.866598, 2.354179;75
MARCOUSSIS BP;Bureau de Poste;25 RUE ALFRED DUBOIS;;;91460;MARCOUSSIS;FRANCE;48.641993;2.23371;Géocodé au numéro;3631;16964A;;91363;48.641993, 2.23371;91
PARIS PALAIS D'IENA BP;Bureau de Poste;9 PLACE D IENA;;;75116;PARIS;FRANCE;48.864497;2.293355;Géocodé au numéro;3631;14357A;;75116;48.864497, 2.293355;75
CHATILLON;Bureau de Poste;12 BOULEVARD DE VANVES;;;92320;CHATILLON;FRANCE;48.804493;2.287988;Géocodé au numéro;3631;17071A;;92020;48.804493, 2.287988;92
AUBERVILLIERS LE CORBUSIER RP;Relais poste commerçant;34 RUE HEMET;FRANPRIX;;93300;AUBERVILLIERS;FRANCE;48.9169;2.3899;Géocodé au numéro;3631;11302D;17180A;93001;48.9169, 2.3899;93
BOBIGNY JEAN ROSTAND RP;Relais poste commerçant;15 PROMENADE JEAN ROSTAND;FRANPRIX;;93000;BOBIGNY;FRANCE;48.9094;2.4541;Géocodé au numéro;3631;11362D;17184A;93008;48.9094, 2.4541;93
OFF. DE TOURISME DE PROVINS RP;Relais poste commerçant;CHEMIN DE VILLECRAN;;;77160;PROVINS;FRANCE;48.560392;3.28036;Géocodé au numéro;3631;10906D;14800A;77379;48.560392, 3.28036;77
DAVRON AP;Agence postale communale;4 BIS RUE SAINT JACQUES;;;78810;DAVRON;FRANCE;48.864195;1.945688;Géocodé au milieu de la rue;3631;14940A;15002A;78196;48.864195, 1.945688;78
LIMETZ VILLEZ AP;Agence postale communale;11 RUE DE LA MAIRIE;;;78270;LIMETZ VILLEZ;FRANCE;49.060716;1.545687;Géocodé au numéro;3631;14967A;14975A;78337;49.060716, 1.545687;78
GALLUIS AP;Agence postale communale;ROUTE DE MONTFORT;;;78490;GALLUIS;FRANCE;48.796998;1.795576;Géocodé au centre de la commune;3631;14952A;14991A;78262;48.796998, 1.795576;78
APC GARANCIERES AP;Agence postale communale;PLACE ST PIERRE;;;78890;GARANCIERES;FRANCE;48.8226;1.7552;Géocodé au numéro;3631;11427D;14991A;78265;48.8226, 1.7552;78
MARLY LE ROI GARE BP;Bureau de Poste;3 AVENUE DU GENERAL LECLERC;;;78160;MARLY LE ROI;FRANCE;48.869547;2.095488;Géocodé au numéro;3631;14978A;;78372;48.869547, 2.095488;78
MEZIERES SUR SEINE BP;Bureau de Poste;120 RUE NATIONALE;;;78970;MEZIERES SUR SEINE;FRANCE;48.960437;1.7959;Géocodé au numéro;3631;14985A;;78402;48.960437, 1.7959;78
RAMBOUILLET;Bureau de Poste;1 PLACE ANDRE THOME;;;78120;RAMBOUILLET;FRANCE;48.647195;1.824199;Géocodé au numéro;3631;15006A;;78517;48.647195, 1.824199;78
RPU LA PLUME D OR LA CELLE ST CL RP;Relais poste commerçant;18 AVENUE DE LA JONCHERE;CENTRE COMMERCIAL ELYSEE 2;;78170;LA CELLE ST CLOUD;FRANCE;48.8597;2.1484;Géocodé au numéro;3631;11709D;14930A;78126;48.8597, 2.1484;78
MONTMAGNY BP;Bureau de Poste;34 RUE CARNOT;;;95360;MONTMAGNY;FRANCE;48.973402;2.343054;Géocodé au numéro;3631;17478A;;95427;48.973402, 2.343054;95
ARGENTEUIL LA POSTE RELAIS RP;Relais poste commerçant;15 PLACE DE LA COMMUNE DE PARIS;LA POSTE RELAIS CITY MARKET;;95100;ARGENTEUIL;FRANCE;;;;3631;11712D;17413A;95018;;95
RPC AINCOURT BUCAILLE RP;Relais poste commerçant;19 RUE BUCAILLE;BAR TABAC DE LA BUCAILLE;;95510;AINCOURT;FRANCE;49.072498;1.772555;Géocodé au numéro;3631;14786B;17469A;95355;49.072498, 1.772555;95
COULOMMIERS VAUX RP;Relais poste commerçant;;ZAC DE VAUX LE SULKY D OR CTRE CIAL;;77120;COULOMMIERS;FRANCE;48.805294;3.082388;Géocodé au milieu d un îlot;3631;14746A;14692A;77131;48.805294, 3.082388;77
NANDY BP;Bureau de Poste;AVENUE DES CHAMPS;CENTRE COMMERCIAL INTERMARCHE;;77176;NANDY;FRANCE;48.584699;2.565438;Géocodé au centre de la commune;3631;14783A;;77326;48.584699, 2.565438;77
COUPVRAY AP;Agence postale communale;5 PLACE SUZANNE AUBRY;;;77700;COUPVRAY;FRANCE;48.896683;2.798786;Géocodé au numéro;3631;14693A;14710A;77132;48.896683, 2.798786;77
VELIZY VILLACOUBLAY BP;Bureau de Poste;CENTRE COMMERCIAL VELIZY 2;;;78140;VELIZY VILLACOUBLAY;FRANCE;48.779895;2.206929;Géocodé au numéro;3631;15064A;;78640;48.779895, 2.206929;78
VERSAILLES GLATIGNY BP;Bureau de Poste;2 ROND POINT DE LA CHAPELLE;;;78000;VERSAILLES;FRANCE;48.821765;2.142435;Géocodé au numéro;3631;15049A;;78646;48.821765, 2.142435;78
LE MESNIL AMELOT BP;Bureau de Poste;8 GRANDE COUR;;;77990;LE MESNIL AMELOT;FRANCE;49.019098;2.589999;Géocodé au milieu de la rue;3631;14764A;;77291;49.019098, 2.589999;77
SARTROUVILLE PRINCIPAL BP;Bureau de Poste;PLACE ALEXANDRE DUMAS;;;78500;SARTROUVILLE;FRANCE;48.943878;2.189764;Géocodé au numéro;3631;15015A;;78586;48.943878, 2.189764;78
MEULAN PARADIS BP;Bureau de Poste;6 RUE DE LA FERME DU PARADIS;;;78250;MEULAN;FRANCE;49.011998;1.917657;Géocodé au numéro;3631;15070A;;78401;49.011998, 1.917657;78
LE PIN BP;Bureau de Poste;17 RUE DE COURTRY;;;77181;LE PIN;FRANCE;48.915648;2.627115;Géocodé au numéro;3631;14796A;;77363;48.915648, 2.627115;77
LA GRANDE PAROISSE APC AP;Agence postale communale;RUE GRANDE;MAIRIE;;77130;LA GRANDE PAROISSE;FRANCE;48.3861;2.9009;Géocodé au numéro;3631;11498D;14771A;77210;48.3861, 2.9009;77
APC CHAMPEAUX AP;Agence postale communale;;2 RUE GUILLAUME CHAMPEAUX;;77720;CHAMPEAUX;FRANCE;48.5843;2.8079;Géocodé au numéro;3631;11461D;14784A;77082;48.5843, 2.8079;77
COIGNIERES AP;Agence postale communale;PLACE DE L EGLISE ST GERMAIN;;;78310;COIGNIERES;FRANCE;48.7474;1.9176;Géocodé au numéro;3631;11436D;14942A;78168;48.7474, 1.9176;78
COUILLY PONT AUX DAMES BP;Bureau de Poste;RUE EUGENE LEGER;;;77860;COUILLY PONT AUX DAMES;FRANCE;48.884198;2.859917;Géocodé au numéro;3631;14691A;;77128;48.884198, 2.859917;77
BOISSY LE CHATEL BP;Bureau de Poste;1 PLACE DE LA MAIRIE;;;77169;BOISSY LE CHATEL;FRANCE;48.820951;3.136569;Géocodé au numéro;3631;14656A;;77042;48.820951, 3.136569;77
LUZARCHES BP;Bureau de Poste;PLACE DE LA REPUBLIQUE;;;95270;LUZARCHES;FRANCE;49.112715;2.425369;Géocodé au numéro;3631;17466A;;95352;49.112715, 2.425369;95
PARIS MASSENA BP;Bureau de Poste;129 BOULEVARD MASSENA;;;75013;PARIS;FRANCE;48.818899;2.361091;Géocodé au numéro;3631;14382A;;75113;48.818899, 2.361091;75
PARIS CAPUCINES BP;Bureau de Poste;13 RUE DES CAPUCINES;;;75001;PARIS;FRANCE;48.86892;2.329297;Géocodé au numéro;3631;14307A;;75101;48.86892, 2.329297;75
VERT LE PETIT SARL FICHAUX RPC RP;Relais poste commerçant;4 RUE AMAND LOUIS;LA CABANE AUX GOURMANDISES;;91710;VERT LE PETIT;FRANCE;;;Géocodé au centre de la commune;3631;11689D;16912A;91649;;91
PARIS FLANDRE RPU RP;Relais poste commerçant;35 AVENUE DE FLANDRE;FRANPRIX;;75019;PARIS;FRANCE;;;Géocodé au centre de la commune;3631;11736D;14168A;75119;;75
CHENNEVIERES SUR MARNE;Bureau de Poste;9 AVENUE DU MARECHAL LECLERC;;;94430;CHENNEVIERES SUR MARNE;FRANCE;48.796497;2.531939;Géocodé au numéro;3631;17301A;;94019;48.796497, 2.531939;94
NOISY LE GRAND CHAMPY BP;Bureau de Poste;17 PROMENADE MICHEL SIMON;;;93160;NOISY LE GRAND;FRANCE;48.843094;2.578207;Géocodé au numéro;3631;17283A;;93051;48.843094, 2.578207;93
ALFORTVILLE PRINCIPAL;Bureau de Poste;PLACE SALVADOR ALLENDE;;;94140;ALFORTVILLE;FRANCE;48.8049;2.415307;Géocodé au numéro;3631;17293A;;94002;48.8049, 2.415307;94
GAGNY CHENAY BP;Bureau de Poste;66 RUE DU CHEMIN DE FER;;;93220;GAGNY;FRANCE;48.876795;2.551398;Géocodé au numéro;3631;17272A;;93032;48.876795, 2.551398;93
ARCUEIL BP;Bureau de Poste;75 RUE MARIUS SIDOBRE;;;94110;ARCUEIL;FRANCE;48.804198;2.332796;Géocodé au numéro;3631;17294A;;94003;48.804198, 2.332796;94
DRAVEIL MAZIERES RP;Relais poste commerçant;40 RUE DU PORT AUX DAMES;TABAC PRESSE NGUYEN TAN;;91210;DRAVEIL;FRANCE;48.680492;2.401409;Géocodé au numéro;3631;17046A;16943A;91201;48.680492, 2.401409;91
DAMPIERRE EN YVELINES RP;Relais poste commerçant;12 GRAND RUE;;;78720;DAMPIERRE EN YVELINES;FRANCE;48.706695;1.98831;Géocodé au numéro;3631;14939A;14972A;78193;48.706695, 1.98831;78
MONTIGNY LE BRETONNEUX BP;Bureau de Poste;2 PLACE JACQUES COEUR;;;78180;MONTIGNY LE BRETONNEUX;FRANCE;48.769488;2.040696;Géocodé au numéro;3631;14989A;;78423;48.769488, 2.040696;78
EPINAY SOUS SENART BP;Bureau de Poste;4 AVENUE VICTOR HUGO;;;91860;EPINAY SOUS SENART;FRANCE;48.697706;2.524349;Géocodé au numéro;3631;17048A;;91215;48.697706, 2.524349;91
VERSAILLES SAINT LOUIS BP;Bureau de Poste;75 RUE ROYALE;;;78000;VERSAILLES;FRANCE;48.795795;2.125658;Géocodé au numéro;3631;15052A;;78646;48.795795, 2.125658;78
GIF SUR YVETTE;Bureau de Poste;29 RUE HENRI AMODRU;;;91190;GIF SUR YVETTE;FRANCE;48.702195;2.132598;Géocodé au numéro;3631;16952A;;91272;48.702195, 2.132598;91
POISSY NOAILLES BP;Bureau de Poste;59 BVD ROBESPIERRE;;;78300;POISSY;FRANCE;48.933705;2.053404;Géocodé au numéro;3631;15055A;;78498;48.933705, 2.053404;78
MAUREPAS BP;Bureau de Poste;7 ALLEE DU BOURBONNAIS;;;78310;MAUREPAS;FRANCE;48.762292;1.943397;Géocodé au numéro;3631;14981A;;78383;48.762292, 1.943397;78
DRAVEIL;Bureau de Poste;3 RUE DU DOCTEUR FRANCOIS;;;91210;DRAVEIL;FRANCE;48.686312;2.411207;Géocodé au numéro;3631;16943A;;91201;48.686312, 2.411207;91
TRAPPES;Bureau de Poste;2 RUE LEO LAGRANGE;;;78190;TRAPPES;FRANCE;48.777194;1.98634;Géocodé au numéro;3631;15022A;;78621;48.777194, 1.98634;78
SANNOIS PASTEUR AP;Agence postale communale;30 BOULEVARD MAURICE BERTEAUX;;;95110;SANNOIS;FRANCE;48.968392;2.266787;Géocodé au numéro;3631;17521A;17455A;95582;48.968392, 2.266787;95
VEMARS AP;Agence postale communale;5 RUE LEON BOUCHARD;;;95470;VEMARS;FRANCE;49.067464;2.566468;Géocodé au numéro;3631;17507A;17454A;95641;49.067464, 2.566468;95
ST DENIS LA PLAINE BP;Bureau de Poste;154 B AVENUE DU PRESIDENT WILSON;;;93210;LA PLAINE ST DENIS;FRANCE;48.910672;2.358561;Géocodé au numéro;3631;17238A;;93066;48.910672, 2.358561;93
ROSNY SOUS BOIS CTRE COMMERCIAL BP;Bureau de Poste;CENTRE COMMERCIAL DE ROSNY 2;;;93110;ROSNY SOUS BOIS;FRANCE;48.883195;2.478219;Géocodé au numéro;3631;17268A;;93064;48.883195, 2.478219;93
ARNOUVILLE LES GONESSE BP;Bureau de Poste;89 RUE JEAN JAURES;;;95400;ARNOUVILLE LES GONESSE;FRANCE;48.990105;2.418264;Géocodé au numéro;3631;17414A;;95019;48.990105, 2.418264;95
ARGENTEUIL CENTRE VILLE;Bureau de Poste;27 RUE ANTONIN GEORGES BELIN;;;95100;ARGENTEUIL;FRANCE;48.945195;2.248768;Géocodé au numéro;3631;17552A;;95018;48.945195, 2.248768;95
BRY SUR MARNE BP;Bureau de Poste;12 BOULEVARD DU GENERAL GALLIENI;;;94360;BRY SUR MARNE;FRANCE;48.841091;2.522371;Géocodé au numéro;3631;17297A;;94015;48.841091, 2.522371;94
PANTIN LES LIMITES BP;Bureau de Poste;188 AVENUE JEAN LOLIVE;;;93500;PANTIN;FRANCE;48.8947;2.4226;Géocodé au numéro;3631;17236A;;93055;48.8947, 2.4226;93
SAINT MANDE;Bureau de Poste;6 RUE JEANNE D ARC;;;94160;ST MANDE;FRANCE;48.840597;2.417948;Géocodé au numéro;3631;17329A;;94067;48.840597, 2.417948;94
SUCY EN BRIE AP;Agence postale communale;1 PLACE DE LA GARE;;;94370;SUCY EN BRIE;FRANCE;;;Géocodé au centre de la commune;3631;17386A;17333A;94071;;94
VERNOU LA CELLE AP;Agence postale communale;RUE DE LA MAIRIE;;;77670;VERNOU LA CELLE SUR SEINE;FRANCE;48.388555;2.846699;Géocodé au numéro;3631;14846A;14777A;77494;48.388555, 2.846699;77
LE MEE SUR SEINE COURTILLERAIES BP;Bureau de Poste;257 ALLEE DE LA GARE;;;77350;LE MEE SUR SEINE;FRANCE;48.540916;2.625028;Géocodé au milieu d un îlot;3631;14861A;;77285;48.540916, 2.625028;77
PARIS PHILIPPE DE GIRARD BP;Bureau de Poste;18 BOULEVARD DE LA CHAPELLE;;;75018;PARIS;FRANCE;48.884598;2.36273;Géocodé au numéro;3631;14203A;;75118;48.884598, 2.36273;75
