identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;localite;pays;latitude;longitude;precision_du_geocodage;numero_de_telephone;identifiant_du_site;site_acores_de_rattachement;code_insee;latlong;dep
VILLEMARECHAL AP;Agence postale communale;5 PLACE DES TILLEULS;;;77710;VILLEMARECHAL;FRANCE;48.266893;2.867738;Géocodé au centre de la commune;3631;14849A;14777A;77504;48.266893, 2.867738;77
LES LOGES EN JOSAS RP;Relais poste commerçant;;RUE DE LA POSTE;;78350;LES LOGES EN JOSAS;FRANCE;48.763393;2.140977;Géocodé au numéro;3631;14968A;14959A;78343;48.763393, 2.140977;78
LA QUEUE LES YVELINES BP;Bureau de Poste;2 RUE DE LA GARE;;;78940;LA QUEUE LES YVELINES;FRANCE;48.80617;1.767559;Géocodé au numéro;3631;15005A;;78513;48.80617, 1.767559;78
NANTEUIL LES MEAUX BP;Bureau de Poste;26 RUE PASTEUR;;;77100;NANTEUIL LES MEAUX;FRANCE;48.930005;2.895884;Géocodé au numéro;3631;14785A;;77330;48.930005, 2.895884;77
TRIEL SUR SEINE BP;Bureau de Poste;171 RUE PAUL DOUMER;;;78510;TRIEL SUR SEINE;FRANCE;48.981891;2.00236;Géocodé au numéro;3631;15023A;;78624;48.981891, 2.00236;78
MELUN L ALMONT BP;Bureau de Poste;25 RUE JEAN MOULIN;;;77000;MELUN;FRANCE;48.543596;2.672198;Géocodé au numéro;3631;14883A;;77288;48.543596, 2.672198;77
MORTCERF BP;Bureau de Poste;135 RUE DU 27 AOUT;;;77163;MORTCERF;FRANCE;48.786999;2.917155;Géocodé au numéro;3631;14779A;;77318;48.786999, 2.917155;77
LPR PRESSE D OR-LES RAGUENETS RP;Relais poste commerçant;4 BD GEORGETTE AGUTTE CC RAGUENETS;PRESSE D OR LES RAGUENETS;;95210;ST GRATIEN;FRANCE;;;Géocodé au centre de la commune;3631;12235D;17448A;95555;;95
ATHIS MONS AGENCE POSTALE AP;Agence postale communale;11 RUE DES FROIDES BOUILLIES;AGENCE POSTALE COMMUNALE;NOYER RENARD;91200;ATHIS MONS;FRANCE;;;Géocodé au centre de la commune;3631;11789D;16910A;91027;;91
SIVRY COURTRY AP;Agence postale communale;14 RUE DE LA MAIRIE;MAIRIE;SIVRY COURTRY;77115;BLANDY;FRANCE;48.527521;2.754573;Géocodé au numéro;3631;14824A;14842A;77453;48.527521, 2.754573;77
AGENCE POSTALECOMMUNALE DE CHARNY AP;Agence postale communale;25 RUE VIGNECROIX;;;77410;CHARNY;FRANCE;48.9712;2.7638;Géocodé au numéro;3631;11431D;14854A;77095;48.9712, 2.7638;77
PARIS RPU SAINT CHARLES RP;Relais poste commerçant;154 RUE SAINT CHARLES;;;75015;PARIS;FRANCE;48.8425;2.2817;Géocodé au numéro;3631;11635D;14286A;75115;48.8425, 2.2817;75
ETAMPES A AP;Agence postale communale;75 RUE SAINT MARTIN;;;91150;ETAMPES;FRANCE;48.426895;2.139441;Géocodé au numéro;3631;17032A;16946A;91223;48.426895, 2.139441;91
MAGNY LE HONGRE BP;Bureau de Poste;6 8 RUE DES CAMPANULES;;;77700;MAGNY LE HONGRE;FRANCE;48.865398;2.814609;Géocodé au numéro;3631;13285B;;77268;48.865398, 2.814609;77
DOURDAN BP;Bureau de Poste;7 RUE DU FAUBOURG DE CHARTRES;;;91410;DOURDAN;FRANCE;48.531825;2.009376;Géocodé au numéro;3631;16942A;;91200;48.531825, 2.009376;91
NOZAY BP;Bureau de Poste;PLACE DE LA MAIRIE;;;91620;NOZAY;FRANCE;48.659893;2.236958;Géocodé au centre de la commune;3631;16976A;;91458;48.659893, 2.236958;91
RIS ORANGIS;Bureau de Poste;PLACE DU MOULIN A VENT;;;91130;RIS ORANGIS;FRANCE;48.647995;2.407229;Géocodé au numéro;3631;16983A;;91521;48.647995, 2.407229;91
DRAVEIL CHAMPROSAY RPC RP;Relais poste commerçant;17 RUE ALPHONSE DAUDET;TABAC DE L'ERMITAGE;MAINVILLE;91210;DRAVEIL;FRANCE;48.661717;2.425892;Géocodé au numéro;3631;18511B;16943A;91201;48.661717, 2.425892;91
VERT LE GRAND PROXY MARCHE RPC RP;Relais poste commerçant;16 BIS PLACE DE LA MAIRIE;PROXY MARCHE SAS MAYANNE;;91810;VERT LE GRAND;FRANCE;48.5731;2.3582;Géocodé au numéro;3631;11688D;16983A;91648;48.5731, 2.3582;91
LA POSTE AGENCE VILLECERF AP;Agence postale communale;60 RUE GRANDE;;;77250;VILLECERF;FRANCE;48.3283;2.8474;Géocodé au numéro;3631;11708D;14777A;77501;48.3283, 2.8474;77
AUTEUIL LE ROI RP;Relais poste commerçant;34 GRANDE RUE;;;78770;AUTEUIL;FRANCE;48.841391;1.818179;Géocodé au numéro;3631;20406B;14991A;78034;48.841391, 1.818179;78
SOISY SOUS MONTMORENCY BP;Bureau de Poste;12 AVENUE DU GENERAL DE GAULLE;;;95230;SOISY SOUS MONTMORENCY;FRANCE;48.985983;2.300042;Géocodé au numéro;3631;17500A;;95598;48.985983, 2.300042;95
LE PLESSIS BOUCHARD BP;Bureau de Poste;2 RUE CHARLES DE GAULLE;;;95130;LE PLESSIS BOUCHARD;FRANCE;48.996697;2.237208;Géocodé au numéro;3631;17486A;;95491;48.996697, 2.237208;95
ARNOUVILLE GARE BP;Bureau de Poste;3 B RUE JEAN LAUGERE;;;95400;ARNOUVILLE LES GONESSE;FRANCE;48.994699;2.416345;Géocodé au numéro;3631;17543A;;95019;48.994699, 2.416345;95
TAVERNY HOTEL DE VILLE BP;Bureau de Poste;3 PLACE CHARLES DE GAULLE;;;95150;TAVERNY;FRANCE;49.026395;2.224921;Géocodé au numéro;3631;17545A;;95607;49.026395, 2.224921;95
RUE DE LILLE CAISSE DES DEPOTS BP;Bureau de Poste;56 RUE DE LILLE;;;75007;PARIS;FRANCE;48.859166;2.327875;Géocodé au numéro;3631;18521B;;75107;48.859166, 2.327875;75
SONCHAMP RPC MULTISERVICES RP;Relais poste commerçant;57 RUE ANDRE THOME;;;78120;SONCHAMP;FRANCE;;;Géocodé au centre de la commune;3631;20273B;15006A;78601;;78
CORBEIL LES TARTERETS BP;Bureau de Poste;ANGLE DES RUES H MATISSE ET P PICASSO;QUARTIER DES TARTERETS;;91100;CORBEIL ESSONNES;FRANCE;48.614895;2.462931;Géocodé au numéro;3631;17059A;;91174;48.614895, 2.462931;91
MONTESSON CENTRE COMMERCIAL BP;Bureau de Poste;280 AVENUE GABRIEL PERI;CENTRE COMMERCIAL CARREFOUR;;78360;MONTESSON;FRANCE;48.927899;2.144896;Géocodé au numéro;3631;15065A;;78418;48.927899, 2.144896;78
VELIZY VILLACOUBLAY AP;Agence postale communale;RUE ALBERT PERDREAUX;;;78140;VELIZY VILLACOUBLAY;FRANCE;48.797398;2.194206;Géocodé au numéro;3631;15077A;15025A;78640;48.797398, 2.194206;78
GIF SUR YVETTE CHEVRY BP;Bureau de Poste;PLACE DU MARCHE;PARC DE BELLEVILLE;;91190;GIF SUR YVETTE;FRANCE;48.688097;2.115547;Géocodé au numéro;3631;17014A;;91272;48.688097, 2.115547;91
SAVIGNY SUR ORGE GRAND VAUX BP;Bureau de Poste;CENTRE COMMERCIAL DE GRAND VAUX;;;91600;SAVIGNY SUR ORGE;FRANCE;48.674191;2.339348;Géocodé au numéro;3631;17044A;;91589;48.674191, 2.339348;91
VERNEUIL SUR SEINE BP;Bureau de Poste;PLACE GEORGES BRASSENS;;;78480;VERNEUIL SUR SEINE;FRANCE;48.980193;1.974779;Géocodé au numéro;3631;15026A;;78642;48.980193, 1.974779;78
CLICHY VICTOR HUGO BP;Bureau de Poste;25 BOULEVARD DU GENERAL LECLERC;;;92110;CLICHY;FRANCE;48.900588;2.316254;Géocodé au numéro;3631;17134A;;92024;48.900588, 2.316254;92
VERNOUILLET BP;Bureau de Poste;20 PLACE DU GENERAL DE GAULLE;;;78540;VERNOUILLET;FRANCE;48.973197;1.982227;Géocodé au numéro;3631;15027A;;78643;48.973197, 1.982227;78
EVRY HOTEL DE VILLE BP;Bureau de Poste;48 BOULEVARD DES COQUIBUS;;;91000;EVRY;FRANCE;48.624851;2.430016;Géocodé au numéro;3631;16913A;;91228;48.624851, 2.430016;91
MASSY VILLAINE BP;Bureau de Poste;6 ALLEE ALBERT THOMAS;;;91300;MASSY;FRANCE;48.734894;2.262061;Géocodé au numéro;3631;17056A;;91377;48.734894, 2.262061;91
NEAUPHLE LE VIEUX AP;Agence postale communale;;RUE AUX MOUTONS;;78640;NEAUPHLE LE VIEUX;FRANCE;48.814797;1.863737;Géocodé au numéro;3631;14992A;14991A;78443;48.814797, 1.863737;78
BLANDY AP;Agence postale communale;PLACE DES TOURS;;;77115;BLANDY;FRANCE;48.566796;2.782194;Géocodé au numéro;3631;01588B;14842A;77034;48.566796, 2.782194;77
CONFLANS STE HONORINE CHENNEVIERES BP;Bureau de Poste;11 PLACE DE LA LIBERTE;;;78700;CONFLANS STE HONORINE;FRANCE;49.005693;2.11666;Géocodé au numéro;3631;15059A;;78172;49.005693, 2.11666;78
VAIRES SUR MARNE;Bureau de Poste;2 BOULEVARD CONSTANT MELET;;;77360;VAIRES SUR MARNE;FRANCE;48.873196;2.640175;Géocodé au numéro;3631;14836A;;77479;48.873196, 2.640175;77
SAINT CYR L ECOLE BP;Bureau de Poste;AVENUE PIERRE CURIE;;;78210;ST CYR L ECOLE;FRANCE;48.798095;2.067406;Géocodé au numéro;3631;15010A;;78545;48.798095, 2.067406;78
MANTES LA VILLE BP;Bureau de Poste;66 AVENUE JEAN JAURES;;;78711;MANTES LA VILLE;FRANCE;48.982298;1.710609;Géocodé au numéro;3631;15079A;;78362;48.982298, 1.710609;78
SOUPPES SUR LOING BP;Bureau de Poste;RUE DES MARINIERS;;;77460;SOUPPES SUR LOING;FRANCE;48.181137;2.7311;Géocodé au numéro;3631;14826A;;77458;48.181137, 2.7311;77
LE VESINET ROND POINT BP;Bureau de Poste;4 RUE SULLY;;;78110;LE VESINET;FRANCE;48.897573;2.113757;Géocodé au numéro;3631;15066A;;78650;48.897573, 2.113757;78
URY BP;Bureau de Poste;11 RUE DE FONTAINEBLEAU;;;77760;URY;FRANCE;48.343866;2.602297;Géocodé au numéro;3631;14835A;;77477;48.343866, 2.602297;77
FONTENAY SOUS BOIS RPU LE VERDUN RP;Relais poste commerçant;72 BOULEVARD DE VERDUN;TABAC LE VERDUN;;94120;FONTENAY SOUS BOIS;FRANCE;;;Géocodé au centre de la commune;3631;11904D;17308A;94033;;94
SAINT LEGER EN YVELINES AP;Agence postale communale;RUE DE LA MAIRIE;;;78610;ST LEGER EN YVELINES;FRANCE;48.721597;1.765279;Géocodé au milieu de la rue;3631;15012A;15006A;78562;48.721597, 1.765279;78
EVRY GREGY SUR YERRES AP;Agence postale communale;7 ALLEE DU CHATEAU;;;77166;EVRY GREGY SUR YERRE;FRANCE;48.653077;2.632095;Géocodé au numéro;3631;14713A;14659A;77175;48.653077, 2.632095;77
HARDRICOURT AP;Agence postale communale;2 RUE CHANTEREINE;;;78250;HARDRICOURT;FRANCE;49.007221;1.896113;Géocodé au numéro;3631;14960A;14984A;78299;49.007221, 1.896113;78
SAVIGNY PLESSIS LE ROI BP;Bureau de Poste;CENTRE COMMERCIAL ZAC LE PLESSIS;;;77176;SAVIGNY LE TEMPLE;FRANCE;48.60123;2.5647;Géocodé au centre de la commune;3631;14868A;;77445;48.60123, 2.5647;77
SAINT ARNOULT EN YVELINES BP;Bureau de Poste;18 RUE DES REMPARTS;;;78730;ST ARNOULT EN YVELINES;FRANCE;48.572384;1.938304;Géocodé au numéro;3631;15009A;;78537;48.572384, 1.938304;78
MAGNY LES HAMEAUX;Bureau de Poste;4 PLACE PIERRE BEREGOVOY;;;78114;MAGNY LES HAMEAUX;FRANCE;48.723838;2.084253;Géocodé au numéro;3631;14972A;;78356;48.723838, 2.084253;78
ECQUEVILLY BP;Bureau de Poste;15 RUE S DEUTSCH DE LA MEURTHE;;;78920;ECQUEVILLY;FRANCE;48.949576;1.922529;Géocodé au numéro;3631;14941A;;78206;48.949576, 1.922529;78
VAUX LE PENIL;Bureau de Poste;PLACE DUVAUCHELLE;;;77000;VAUX LE PENIL;FRANCE;48.524595;2.680588;Géocodé au milieu d un îlot;3631;14842A;;77487;48.524595, 2.680588;77
LE CHESNAY PRINCIPAL;Bureau de Poste;17 RUE POTTIER;;;78150;LE CHESNAY;FRANCE;48.827199;2.12549;Géocodé au numéro;3631;14930A;;78158;48.827199, 2.12549;78
PARIS CORVISART;Bureau de Poste;9 RUE CORVISART;;;75013;PARIS;FRANCE;48.833596;2.34664;Géocodé au numéro;3631;14363A;;75113;48.833596, 2.34664;75
CHARS AP;Agence postale communale;2 RUE DE GISORS;;;95750;CHARS;FRANCE;49.160489;1.935932;Géocodé au numéro;3631;17441A;17469A;95142;49.160489, 1.935932;95
VILLENEUVE ST GEORGES PRINCIPAL;Bureau de Poste;11 RUE HENRI LEDUC;;;94190;VILLENEUVE ST GEORGES;FRANCE;48.731998;2.44782;Géocodé au numéro;3631;17339A;;94078;48.731998, 2.44782;94
SAINT LEU LES DIABLOTS BP;Bureau de Poste;62 RUE DE VERDUN;;;95320;ST LEU LA FORET;FRANCE;49.010699;2.238397;Géocodé au numéro;3631;17407A;;95563;49.010699, 2.238397;95
BAGNEAUX SUR LOING BP;Bureau de Poste;54 RUE SAINT LAURENT;;;77167;BAGNEAUX SUR LOING;FRANCE;48.230338;2.707003;Géocodé au numéro;3631;14647A;;77016;48.230338, 2.707003;77
VILLENEUVE LE ROI;Bureau de Poste;PLACE DE L ABBE BONIN;;;94290;VILLENEUVE LE ROI;FRANCE;48.734197;2.419277;Géocodé au numéro;3631;17338A;;94077;48.734197, 2.419277;94
PANTIN QUATRE CHEMINS;Bureau de Poste;64 AVENUE EDOUARD VAILLANT;;;93500;PANTIN;FRANCE;48.90266;2.393152;Géocodé au numéro;3631;17237A;;93055;48.90266, 2.393152;93
MONTREUIL BAS MONTREUIL BP;Bureau de Poste;27 RUE ARMAND CARREL;;;93100;MONTREUIL;FRANCE;48.852991;2.417899;Géocodé au numéro;3631;17233A;;93048;48.852991, 2.417899;93
ANTONY BRIAND BP;Bureau de Poste;63 T AVENUE ARISTIDE BRIAND;;;92160;ANTONY;FRANCE;48.757897;2.306468;Géocodé au numéro;3631;17154A;;92002;48.757897, 2.306468;92
LES LILAS;Bureau de Poste;4 BOULEVARD DE LA LIBERTE;;;93260;LES LILAS;FRANCE;48.879595;2.416496;Géocodé au numéro;3631;17196A;;93045;48.879595, 2.416496;93
PONTOISE;Bureau de Poste;1 RUE VICTOR HUGO;;;95300;PONTOISE;FRANCE;49.051293;2.100306;Géocodé au numéro;3631;17487A;;95500;49.051293, 2.100306;95
NEUILLY PLAISANCE PRINCIPAL;Bureau de Poste;45 RUE DU GENERAL DE GAULLE;;;93360;NEUILLY PLAISANCE;FRANCE;48.863098;2.506948;Géocodé au numéro;3631;17200A;;93049;48.863098, 2.506948;93
FONTENAY SOUS BOIS PRINCIPAL;Bureau de Poste;30 RUE GUERIN LEROUX;;;94120;FONTENAY SOUS BOIS;FRANCE;48.849298;2.475308;Géocodé au numéro;3631;17308A;;94033;48.849298, 2.475308;94
RUEIL BOUGAINVILLEES BP;Bureau de Poste;63 AVENUE DE FOUILLEUSE;;;92500;RUEIL MALMAISON;FRANCE;48.8628;2.1955;Géocodé au numéro;3631;17167A;;92063;48.8628, 2.1955;92
SEVRAN PRINCIPAL BP;Bureau de Poste;5 AVENUE HENRI DUNANT;;;93270;SEVRAN;FRANCE;48.938395;2.523388;Géocodé au numéro;3631;17215A;;93071;48.938395, 2.523388;93
RUNGIS VILLE BP;Bureau de Poste;6 PLACE LOUIS XIII;;;94150;RUNGIS;FRANCE;48.750395;2.346257;Géocodé au numéro;3631;17328A;;94065;48.750395, 2.346257;94
FONTENAY AUX ROSES APC AP;Agence postale communale;47 RUE DES BENARDS;CENTRE COMMERCIAL SCARRON;;92260;FONTENAY AUX ROSES;FRANCE;48.7919;2.2975;Géocodé au numéro;3631;11646D;17090A;92032;48.7919, 2.2975;92
RPU JUVISY INTERMARCHE RP;Relais poste commerçant;27 RUE CAMILLE DESMOULIN;INTERMARCHE;;91260;JUVISY SUR ORGE;FRANCE;48.6944;2.3581;Géocodé au numéro;3631;11426D;16957A;91326;48.6944, 2.3581;91
MOIGNY SUR ECOLE RP;Relais poste commerçant;53 GRANDE RUE;LE PETIT MOIGNY;;91490;MOIGNY SUR ECOLE;FRANCE;48.4336;2.457;Géocodé au numéro;3631;11430D;16969A;91408;48.4336, 2.457;91
PARIS RPU GEOFFROY MARIE RP;Relais poste commerçant;5 RUE GEOFFROY MARIE;FRANPRIX;;75009;PARIS;FRANCE;48.8734;2.3434;Géocodé au numéro;3631;11599D;14348A;75109;48.8734, 2.3434;75
CERGY AGENCE POSTALE COMMUNALE AP;Agence postale communale;PLACE DE LA LIBERATION;;;95000;CERGY;FRANCE;49.035951;2.0619;Géocodé au milieu d un îlot;3631;11737D;17542A;95127;49.035951, 2.0619;95
ARGENTEUIL VAL D'ARGENT NORD BP;Bureau de Poste;ESPLANADE MAURICE THOREZ;;;95100;ARGENTEUIL;FRANCE;48.953094;2.226976;Géocodé au milieu d un îlot;3631;17529A;;95018;48.953094, 2.226976;95
MONTIGNY LES CORMEILLES BP;Bureau de Poste;1 AVENUE ARISTIDE MAILLOL;;;95370;MONTIGNY LES CORMEILLES;FRANCE;48.996093;2.198998;Géocodé au numéro;3631;17476A;;95424;48.996093, 2.198998;95
LA FRETTE SUR SEINE BP;Bureau de Poste;1 PLACE MARCELLIN BERTHELOT;;;95530;LA FRETTE SUR SEINE;FRANCE;48.979195;2.181499;Géocodé au numéro;3631;17457A;;95257;48.979195, 2.181499;95
GONESSE PRINCIPAL;Bureau de Poste;PLACE JEAN JAURES;;;95500;GONESSE;FRANCE;48.985614;2.439885;Géocodé au numéro;3631;17459A;;95277;48.985614, 2.439885;95
VAUCRESSON RELAIS POSTE URBAIN RP;Relais poste commerçant;18 BOULEVARD DE LA REPUBLIQUE;SUPER U;;92420;VAUCRESSON;FRANCE;;;Géocodé au centre de la commune;3631;11713D;17078A;92076;;92
LPR SOUPPES SUR LOING RP;Relais poste commerçant;67 AVENUE DU MARECHAL LECLERC;OFFICE DE TOURISME;;77460;SOUPPES SUR LOING;FRANCE;48.1863;2.7324;Géocodé au numéro;3631;11766D;14786A;77458;48.1863, 2.7324;77
CLAMART RELAIS POSTE URBAIN RP;Relais poste commerçant;103 RUE DE LA BOURCILLIERE;G20;;92140;CLAMART;FRANCE;48.7802;2.2284;Géocodé au numéro;3631;11714D;17153A;92023;48.7802, 2.2284;92
ST MICHEL SUR ORGE PRINCIPAL BP;Bureau de Poste;4 PLACE PUTTLINGEN;CENTRE COMMERCIAL GRAND BOIS;;91240;ST MICHEL SUR ORGE;FRANCE;48.636695;2.309075;Géocodé au numéro;3631;16989A;;91570;48.636695, 2.309075;91
ST GERMAIN LES ARPAJON BP;Bureau de Poste;2 RUE DE CHANTELOUP;;;91180;ST GERMAIN LES ARPAJON;FRANCE;48.595797;2.255186;Géocodé au numéro;3631;16987A;;91552;48.595797, 2.255186;91
ASNIERES QUATRE ROUTES;Bureau de Poste;83 RUE DES MOURINOUX;;;92600;ASNIERES SUR SEINE;FRANCE;48.931093;2.275376;Géocodé au numéro;3631;17104A;;92004;48.931093, 2.275376;92
CLAMART LA PLAINE BP;Bureau de Poste;360 AVENUE DU GENERAL DE GAULLE;;;92140;CLAMART;FRANCE;48.782853;2.244642;Géocodé au numéro;3631;17144A;;92023;48.782853, 2.244642;92
ASNIERES DENIS PAPIN BP;Bureau de Poste;6 RUE DENIS PAPIN;;;92600;ASNIERES SUR SEINE;FRANCE;48.906391;2.283326;Géocodé au numéro;3631;17142A;;92004;48.906391, 2.283326;92
ST PIERRE DU PERRAY BP;Bureau de Poste;40 AVENUE COLETTE;;;91280;ST PIERRE DU PERRAY;FRANCE;48.615095;2.504456;Géocodé au numéro;3631;16990A;;91573;48.615095, 2.504456;91
SAINTRY BP;Bureau de Poste;5 ESPLANADE DE LA DEMI LUNE;;;91250;SAINTRY SUR SEINE;FRANCE;48.596998;2.492797;Géocodé au numéro;3631;16991A;;91577;48.596998, 2.492797;91
RPU MANTES LA VILLE RP;Relais poste commerçant;1 RUE DE L ILE DE FRANCE;;;78711;MANTES LA VILLE;FRANCE;;;Géocodé au centre de la commune;3631;11658D;14975A;78362;;78
VILLENEUVE ST GEORGES LECLERC RP;Relais poste commerçant;1 RUE SEMBAT;;;94190;VILLENEUVE ST GEORGES;FRANCE;48.740971;2.454852;Géocodé au numéro;3631;17390A;17339A;94078;48.740971, 2.454852;94
COMBS LA VILLE REPUBLIQUE BP;Bureau de Poste;28 PLACE DE L AN 2000;;;77380;COMBS LA VILLE;FRANCE;48.666117;2.559106;Géocodé au numéro;3631;14887A;;77122;48.666117, 2.559106;77
SAMOIS SUR SEINE BP;Bureau de Poste;44 PLACE DE LA REPUBLIQUE;;;77920;SAMOIS SUR SEINE;FRANCE;48.451195;2.749571;Géocodé au numéro;3631;14819A;;77441;48.451195, 2.749571;77
FONTENAY LE FLEURY BP;Bureau de Poste;AVENUE VOLTAIRE;;;78330;FONTENAY LE FLEURY;FRANCE;48.810696;2.044289;Géocodé au numéro;3631;14948A;;78242;48.810696, 2.044289;78
SEVRAN BEAUDOTTES BP;Bureau de Poste;21 AVENUE RAOUL DAUTRY;;;93270;SEVRAN;FRANCE;48.948058;2.524995;Géocodé au numéro;3631;17290A;;93071;48.948058, 2.524995;93
CERGY AGGLO OUEST;Bureau de Poste;21 AVENUE DES BEGUINES;;;95800;CERGY;FRANCE;49.050764;2.033741;Géocodé au numéro;3631;17559A;;95127;49.050764, 2.033741;95
VILLEMOMBLE BP;Bureau de Poste;31 GRANDE RUE;;;93250;VILLEMOMBLE;FRANCE;48.883591;2.511648;Géocodé au numéro;3631;17219A;;93077;48.883591, 2.511648;93
PLAISIR;Bureau de Poste;1 RUE DU DOCTEUR FLEMING;;;78370;PLAISIR;FRANCE;48.817691;1.945277;Géocodé au numéro;3631;15001A;;78490;48.817691, 1.945277;78
TORCY;Bureau de Poste;4 ALLEE GASTON DEFFERRE;;;77200;TORCY;FRANCE;48.849593;2.651327;Géocodé au numéro;3631;14831A;;77468;48.849593, 2.651327;77
DRANCY 2 BP;Bureau de Poste;10 RUE DES CHEMINOTS;;;93700;DRANCY;FRANCE;48.9286;2.4258;Géocodé au numéro;3631;17285A;;93029;48.9286, 2.4258;93
DAMMARTIN EN SERVE AP;Agence postale communale;12 GRANDE RUE;;;78111;DAMMARTIN EN SERVE;FRANCE;48.903698;1.619769;Géocodé au numéro;3631;14938A;14961A;78192;48.903698, 1.619769;78
MANTES LA JOLIE GASSICOURT BP;Bureau de Poste;RUE PAUL BERT;;;78200;MANTES LA JOLIE;FRANCE;48.997494;1.701848;Géocodé au numéro;3631;14893A;;78361;48.997494, 1.701848;78
CHELLES LES COUDREAUX BP;Bureau de Poste;119 AVENUE DES SCIENCES;;;77500;CHELLES;FRANCE;48.903592;2.589476;Géocodé au numéro;3631;14875A;;77108;48.903592, 2.589476;77
MONTEREAU;Bureau de Poste;PLACE DU VIEUX MARCHE;;;77130;MONTEREAU FAULT YONNE;FRANCE;48.387245;2.956982;Géocodé au numéro;3631;14771A;;77305;48.387245, 2.956982;77
VULAINES SUR SEINE BP;Bureau de Poste;5 RUE RICHE;;;77870;VULAINES SUR SEINE;FRANCE;48.430986;2.764299;Géocodé au numéro;3631;14860A;;77533;48.430986, 2.764299;77
MAREIL MARLY BP;Bureau de Poste;13 RUE TELLIER FRERES;;;78750;MAREIL MARLY;FRANCE;48.881796;2.078976;Géocodé au numéro;3631;14976A;;78367;48.881796, 2.078976;78
GARGENVILLE BP;Bureau de Poste;5 RUE GAMBETTA;;;78440;GARGENVILLE;FRANCE;48.988963;1.812343;Géocodé au numéro;3631;14955A;;78267;48.988963, 1.812343;78
JUZIERS BP;Bureau de Poste;30 RUE DE LA POSTE;;;78820;JUZIERS;FRANCE;48.991551;1.845004;Géocodé au numéro;3631;14965A;;78327;48.991551, 1.845004;78
VOULX BP;Bureau de Poste;24 RUE HENRI DUROCHER;;;77940;VOULX;FRANCE;48.280707;2.971767;Géocodé au numéro;3631;14859A;;77531;48.280707, 2.971767;77
MAULE BP;Bureau de Poste;14 RUE DE MAREIL;;;78580;MAULE;FRANCE;48.907492;1.852105;Géocodé au numéro;3631;14979A;;78380;48.907492, 1.852105;78
CANNES ECLUSES AP;Agence postale communale;67 RUE DESIRE THOISON;;;77130;CANNES ECLUSE;FRANCE;48.36513;2.983206;Géocodé au numéro;3631;14661A;14771A;77061;48.36513, 2.983206;77
BEAUMONT DU GATINAIS BP;Bureau de Poste;PLACE DE L EGLISE;;;77890;BEAUMONT DU GATINAIS;FRANCE;48.135898;2.473521;Géocodé au milieu de la rue;3631;14650A;;77027;48.135898, 2.473521;77
VERSAILLES NOTRE DAME;Bureau de Poste;47 B RUE DU MARECHAL FOCH;;;78000;VERSAILLES;FRANCE;48.809597;2.133658;Géocodé au numéro;3631;15051A;;78646;48.809597, 2.133658;78
PARIS HOTEL DE VILLE BP;Bureau de Poste;PLACE DE L HOTEL DE VILLE;;;75004;PARIS;FRANCE;48.856199;2.352868;Géocodé au numéro;3631;14337A;;75104;48.856199, 2.352868;75
PARIS BICHAT;Bureau de Poste;11 AV DE LA PORTE DE MONTMARTRE;;;75018;PARIS;FRANCE;48.898998;2.336346;Géocodé au numéro;3631;14346A;;75118;48.898998, 2.336346;75
BOULOGNE BILLANCOURT EDITO RP;Relais poste commerçant;36 RUE PIERRE GRENIER;LIBRAIRIE EDITO;;92100;BOULOGNE BILLANCOURT;FRANCE;48.828892;2.250967;Géocodé au numéro;3631;70514A;17106A;92012;48.828892, 2.250967;92
SOISY SUR ECOLE AP;Agence postale communale;PLACE DE LA MAIRIE;;;91840;SOISY SUR ECOLE;FRANCE;48.474697;2.496785;Géocodé au milieu de la rue;3631;16996A;16969A;91599;48.474697, 2.496785;91
BOISSY LE CUTTE AP;Agence postale communale;2 GRANDE RUE;;;91590;BOISSY LE CUTTE;FRANCE;48.471298;2.284557;Géocodé au centre de la commune;3631;16920A;16969A;91080;48.471298, 2.284557;91
MARLES EN BRIE AP;Agence postale communale;;PLACE DE LA MAIRIE;;77610;MARLES EN BRIE;FRANCE;48.728306;2.878797;Géocodé au numéro;3631;14758A;14869A;77277;48.728306, 2.878797;77
CHAVENAY AP;Agence postale communale;RUE DU CHAMP DU CAILLOU;;;78450;CHAVENAY;FRANCE;48.851796;1.987497;Géocodé au milieu de la rue;3631;14929A;15001A;78152;48.851796, 1.987497;78
TACOIGNIERES AP;Agence postale communale;1 RUE CLOS DE L ISLE;;;78910;TACOIGNIERES;FRANCE;48.835799;1.674556;Géocodé au numéro;3631;15018A;14961A;78605;48.835799, 1.674556;78
EVRY AGORA;Bureau de Poste;7 PLACE DES TERRASSES DE L AGORA;;;91000;EVRY;FRANCE;48.627199;2.426375;Géocodé au milieu d un îlot;3631;16948A;;91228;48.627199, 2.426375;91
EVRY PARC AUX LIEVRES BP;Bureau de Poste;7 PLACE DU PARC AUX LIEVRES;;;91000;EVRY;FRANCE;48.627396;2.448316;Géocodé au numéro;3631;17013A;;91228;48.627396, 2.448316;91
SAVIGNY LE TEMPLE;Bureau de Poste;43 AV LOUISE MICHEL;;;77176;SAVIGNY LE TEMPLE;FRANCE;48.596199;2.582293;Géocodé au numéro;3631;14885A;;77445;48.596199, 2.582293;77
